relation,layer,head,accuracy_select,n_correct_select,n_total_select,accuracy_test,n_correct_test,n_total_test,accuracy_dev,n_correct_dev,n_total_dev
subject_to_verb,9,6,0.43033246171087036,2304,5354,0.4291101055806938,569,1326,0.4474452554744526,613,1370
subject_to_verb,9,7,0.14998132237579379,803,5354,0.167420814479638,222,1326,0.17372262773722627,238,1370
subject_to_verb,9,8,0.11524094135226,617,5354,0.10407239819004525,138,1326,0.11313868613138686,155,1370
subject_to_verb,9,9,0.4170713485244677,2233,5354,0.4019607843137255,533,1326,0.4401459854014598,603,1370
subject_to_verb,9,10,0.422487859544266,2262,5354,0.41025641025641024,544,1326,0.44233576642335765,606,1370
subject_to_verb,9,11,0.19499439671273813,1044,5354,0.2028657616892911,269,1326,0.2116788321167883,290,1370
subject_to_verb,10,0,0.14493836384011954,776,5354,0.13273001508295626,176,1326,0.14963503649635038,205,1370
subject_to_verb,10,1,0.3436682853940979,1840,5354,0.32654600301659126,433,1326,0.3386861313868613,464,1370
subject_to_verb,10,2,0.28520732162868884,1527,5354,0.2737556561085973,363,1326,0.3007299270072993,412,1370
subject_to_verb,10,3,0.20470676129996265,1096,5354,0.20361990950226244,270,1326,0.23065693430656933,316,1370
subject_to_verb,10,4,0.2792304818827045,1495,5354,0.27149321266968324,360,1326,0.28613138686131384,392,1370
subject_to_verb,10,5,0.1886440044826298,1010,5354,0.18250377073906485,242,1326,0.20802919708029197,285,1370
subject_to_verb,10,6,0.28576765035487484,1530,5354,0.26772247360482654,355,1326,0.2846715328467153,390,1370
subject_to_verb,10,7,0.38363840119536796,2054,5354,0.3755656108597285,498,1326,0.4029197080291971,552,1370
subject_to_verb,10,8,0.3518864400448263,1884,5354,0.361236802413273,479,1326,0.3788321167883212,519,1370
subject_to_verb,10,9,0.08236832274934629,441,5354,0.08672699849170437,115,1326,0.08978102189781022,123,1370
subject_to_verb,10,10,0.18490847964138962,990,5354,0.16289592760180996,216,1326,0.1897810218978102,260,1370
subject_to_verb,10,11,0.30295106462457977,1622,5354,0.3031674208144796,402,1326,0.30875912408759126,423,1370
subject_to_verb,11,0,0.04482629809488233,240,5354,0.03770739064856712,50,1326,0.04890510948905109,67,1370
subject_to_verb,11,1,0.25420246544639524,1361,5354,0.24057315233785823,319,1326,0.27226277372262775,373,1370
subject_to_verb,11,2,0.19742248785954428,1057,5354,0.18024132730015083,239,1326,0.19854014598540146,272,1370
subject_to_verb,11,3,0.21180425849831902,1134,5354,0.18627450980392157,247,1326,0.22043795620437956,302,1370
subject_to_verb,11,4,0.1458722450504296,781,5354,0.15233785822021115,202,1326,0.16277372262773723,223,1370
subject_to_verb,11,5,0.384011953679492,2056,5354,0.3755656108597285,498,1326,0.4116788321167883,564,1370
subject_to_verb,11,6,0.2099364960776989,1124,5354,0.19230769230769232,255,1326,0.22554744525547446,309,1370
subject_to_verb,11,7,0.14194994396712737,760,5354,0.13273001508295626,176,1326,0.15474452554744525,212,1370
subject_to_verb,11,8,0.23384385506163616,1252,5354,0.24660633484162897,327,1326,0.2759124087591241,378,1370
subject_to_verb,11,9,0.4884198729921554,2615,5354,0.4766214177978884,632,1326,0.49708029197080295,681,1370
subject_to_verb,11,10,0.28371311169219277,1519,5354,0.2790346907993967,370,1326,0.3102189781021898,425,1370
subject_to_verb,11,11,0.35319387373926037,1891,5354,0.3559577677224736,472,1326,0.37372262773722625,512,1370
object_adj_to_noun,0,0,0.20386266094420602,190,932,0.1724137931034483,40,232,0.2236842105263158,51,228
object_adj_to_noun,0,1,0.11158798283261803,104,932,0.13793103448275862,32,232,0.11842105263157894,27,228
object_adj_to_noun,0,2,0.18025751072961374,168,932,0.1939655172413793,45,232,0.20175438596491227,46,228
object_adj_to_noun,0,3,0.7542918454935622,703,932,0.8060344827586207,187,232,0.7368421052631579,168,228
object_adj_to_noun,0,4,0.23927038626609443,223,932,0.24568965517241378,57,232,0.2324561403508772,53,228
object_adj_to_noun,0,5,0.11373390557939914,106,932,0.13793103448275862,32,232,0.11403508771929824,26,228
object_adj_to_noun,0,6,0.20815450643776823,194,932,0.20689655172413793,48,232,0.19298245614035087,44,228
object_adj_to_noun,0,7,0.09227467811158799,86,932,0.11637931034482758,27,232,0.10526315789473684,24,228
object_adj_to_noun,0,8,0.17167381974248927,160,932,0.15086206896551724,35,232,0.18859649122807018,43,228
object_adj_to_noun,0,9,0.0815450643776824,76,932,0.05603448275862069,13,232,0.07017543859649122,16,228
object_adj_to_noun,0,10,0.04291845493562232,40,932,0.05172413793103448,12,232,0.06140350877192982,14,228
object_adj_to_noun,0,11,0.06223175965665236,58,932,0.04741379310344827,11,232,0.05263157894736842,12,228
object_adj_to_noun,1,0,0.5954935622317596,555,932,0.625,145,232,0.5657894736842105,129,228
object_adj_to_noun,1,1,0.008583690987124463,8,932,0.004310344827586207,1,232,0.021929824561403508,5,228
object_adj_to_noun,1,2,0.008583690987124463,8,932,0.008620689655172414,2,232,0.0043859649122807015,1,228
object_adj_to_noun,1,3,0.027896995708154508,26,932,0.04741379310344827,11,232,0.017543859649122806,4,228
object_adj_to_noun,1,4,0.5890557939914163,549,932,0.5905172413793104,137,232,0.5745614035087719,131,228
object_adj_to_noun,1,5,0.09549356223175966,89,932,0.1206896551724138,28,232,0.09649122807017543,22,228
object_adj_to_noun,1,6,0.2542918454935622,237,932,0.27586206896551724,64,232,0.3026315789473684,69,228
object_adj_to_noun,1,7,0.060085836909871244,56,932,0.06465517241379311,15,232,0.09649122807017543,22,228
object_adj_to_noun,1,8,0.1148068669527897,107,932,0.08620689655172414,20,232,0.10087719298245613,23,228
object_adj_to_noun,1,9,0.06223175965665236,58,932,0.08189655172413793,19,232,0.06578947368421052,15,228
object_adj_to_noun,1,10,0.02145922746781116,20,932,0.034482758620689655,8,232,0.021929824561403508,5,228
object_adj_to_noun,1,11,0.0536480686695279,50,932,0.04310344827586207,10,232,0.07017543859649122,16,228
object_adj_to_noun,2,0,0.002145922746781116,2,932,0.0,0,232,0.0043859649122807015,1,228
object_adj_to_noun,2,1,0.05257510729613734,49,932,0.07327586206896551,17,232,0.05701754385964912,13,228
object_adj_to_noun,2,2,0.7542918454935622,703,932,0.8060344827586207,187,232,0.7280701754385965,166,228
object_adj_to_noun,2,3,0.034334763948497854,32,932,0.034482758620689655,8,232,0.039473684210526314,9,228
object_adj_to_noun,2,4,0.4957081545064378,462,932,0.5,116,232,0.4517543859649123,103,228
object_adj_to_noun,2,5,0.02145922746781116,20,932,0.01293103448275862,3,232,0.03070175438596491,7,228
object_adj_to_noun,2,6,0.00536480686695279,5,932,0.004310344827586207,1,232,0.008771929824561403,2,228
object_adj_to_noun,2,7,0.03540772532188841,33,932,0.03879310344827586,9,232,0.02631578947368421,6,228
object_adj_to_noun,2,8,0.006437768240343348,6,932,0.004310344827586207,1,232,0.017543859649122806,4,228
object_adj_to_noun,2,9,0.47854077253218885,446,932,0.5560344827586207,129,232,0.4649122807017544,106,228
object_adj_to_noun,2,10,0.00536480686695279,5,932,0.004310344827586207,1,232,0.013157894736842105,3,228
object_adj_to_noun,2,11,0.059012875536480686,55,932,0.04741379310344827,11,232,0.07894736842105263,18,228
object_adj_to_noun,3,0,0.033261802575107295,31,932,0.03017241379310345,7,232,0.05263157894736842,12,228
object_adj_to_noun,3,1,0.04184549356223176,39,932,0.017241379310344827,4,232,0.03508771929824561,8,228
object_adj_to_noun,3,2,0.02467811158798283,23,932,0.017241379310344827,4,232,0.03070175438596491,7,228
object_adj_to_noun,3,3,0.002145922746781116,2,932,0.008620689655172414,2,232,0.008771929824561403,2,228
object_adj_to_noun,3,4,0.03862660944206009,36,932,0.03879310344827586,9,232,0.05701754385964912,13,228
object_adj_to_noun,3,5,0.2113733905579399,197,932,0.22413793103448276,52,232,0.25,57,228
object_adj_to_noun,3,6,0.016094420600858368,15,932,0.017241379310344827,4,232,0.039473684210526314,9,228
object_adj_to_noun,3,7,0.07081545064377683,66,932,0.08189655172413793,19,232,0.07894736842105263,18,228
object_adj_to_noun,3,8,0.01072961373390558,10,932,0.008620689655172414,2,232,0.0043859649122807015,1,228
object_adj_to_noun,3,9,0.04935622317596566,46,932,0.034482758620689655,8,232,0.039473684210526314,9,228
object_adj_to_noun,3,10,0.23819742489270387,222,932,0.1896551724137931,44,232,0.22807017543859648,52,228
object_adj_to_noun,3,11,0.3830472103004292,357,932,0.3620689655172414,84,232,0.33771929824561403,77,228
object_adj_to_noun,4,0,0.02145922746781116,20,932,0.01293103448275862,3,232,0.008771929824561403,2,228
object_adj_to_noun,4,1,0.004291845493562232,4,932,0.0,0,232,0.013157894736842105,3,228
object_adj_to_noun,4,2,0.07081545064377683,66,932,0.08620689655172414,20,232,0.08333333333333333,19,228
object_adj_to_noun,4,3,0.7575107296137339,706,932,0.7801724137931034,181,232,0.793859649122807,181,228
object_adj_to_noun,4,4,0.1223175965665236,114,932,0.13793103448275862,32,232,0.16228070175438597,37,228
object_adj_to_noun,4,5,0.02575107296137339,24,932,0.01293103448275862,3,232,0.02631578947368421,6,228
object_adj_to_noun,4,6,0.16952789699570817,158,932,0.12931034482758622,30,232,0.13596491228070176,31,228
object_adj_to_noun,4,7,0.22854077253218885,213,932,0.23275862068965517,54,232,0.25,57,228
object_adj_to_noun,4,8,0.3648068669527897,340,932,0.3448275862068966,80,232,0.32894736842105265,75,228
object_adj_to_noun,4,9,0.08369098712446352,78,932,0.0603448275862069,14,232,0.06140350877192982,14,228
object_adj_to_noun,4,10,0.0944206008583691,88,932,0.1206896551724138,28,232,0.08771929824561403,20,228
object_adj_to_noun,4,11,0.022532188841201718,21,932,0.01293103448275862,3,232,0.021929824561403508,5,228
object_adj_to_noun,5,0,0.5536480686695279,516,932,0.5560344827586207,129,232,0.5175438596491229,118,228
object_adj_to_noun,5,1,0.7553648068669528,704,932,0.8017241379310345,186,232,0.7368421052631579,168,228
object_adj_to_noun,5,2,0.20600858369098712,192,932,0.1853448275862069,43,232,0.2149122807017544,49,228
object_adj_to_noun,5,3,0.008583690987124463,8,932,0.01293103448275862,3,232,0.008771929824561403,2,228
object_adj_to_noun,5,4,0.0075107296137339056,7,932,0.008620689655172414,2,232,0.008771929824561403,2,228
object_adj_to_noun,5,5,0.7242489270386266,675,932,0.7456896551724138,173,232,0.7105263157894737,162,228
object_adj_to_noun,5,6,0.015021459227467811,14,932,0.004310344827586207,1,232,0.017543859649122806,4,228
object_adj_to_noun,5,7,0.48497854077253216,452,932,0.4482758620689655,104,232,0.43859649122807015,100,228
object_adj_to_noun,5,8,0.657725321888412,613,932,0.6939655172413793,161,232,0.6140350877192983,140,228
object_adj_to_noun,5,9,0.10193133047210301,95,932,0.09051724137931035,21,232,0.12280701754385964,28,228
object_adj_to_noun,5,10,0.23605150214592274,220,932,0.27155172413793105,63,232,0.25,57,228
object_adj_to_noun,5,11,0.23283261802575106,217,932,0.21120689655172414,49,232,0.17105263157894737,39,228
object_adj_to_noun,6,0,0.02575107296137339,24,932,0.02586206896551724,6,232,0.017543859649122806,4,228
object_adj_to_noun,6,1,0.8165236051502146,761,932,0.8103448275862069,188,232,0.8201754385964912,187,228
object_adj_to_noun,6,2,0.03755364806866953,35,932,0.02586206896551724,6,232,0.05263157894736842,12,228
object_adj_to_noun,6,3,0.14699570815450644,137,932,0.13793103448275862,32,232,0.17105263157894737,39,228
object_adj_to_noun,6,4,0.09763948497854077,91,932,0.08620689655172414,20,232,0.14035087719298245,32,228
object_adj_to_noun,6,5,0.22103004291845493,206,932,0.19827586206896552,46,232,0.2149122807017544,49,228
object_adj_to_noun,6,6,0.3283261802575107,306,932,0.39655172413793105,92,232,0.3201754385964912,73,228
object_adj_to_noun,6,7,0.44313304721030045,413,932,0.4353448275862069,101,232,0.4473684210526316,102,228
object_adj_to_noun,6,8,0.008583690987124463,8,932,0.004310344827586207,1,232,0.008771929824561403,2,228
object_adj_to_noun,6,9,0.7489270386266095,698,932,0.7931034482758621,184,232,0.7324561403508771,167,228
object_adj_to_noun,6,10,0.12875536480686695,120,932,0.10775862068965517,25,232,0.15350877192982457,35,228
object_adj_to_noun,6,11,0.03111587982832618,29,932,0.021551724137931036,5,232,0.03070175438596491,7,228
object_adj_to_noun,7,0,0.006437768240343348,6,932,0.008620689655172414,2,232,0.008771929824561403,2,228
object_adj_to_noun,7,1,0.6523605150214592,608,932,0.7025862068965517,163,232,0.6228070175438597,142,228
object_adj_to_noun,7,2,0.23283261802575106,217,932,0.2413793103448276,56,232,0.22807017543859648,52,228
object_adj_to_noun,7,3,0.4517167381974249,421,932,0.46120689655172414,107,232,0.44298245614035087,101,228
object_adj_to_noun,7,4,0.032188841201716736,30,932,0.034482758620689655,8,232,0.021929824561403508,5,228
object_adj_to_noun,7,5,0.14163090128755365,132,932,0.16379310344827586,38,232,0.12719298245614036,29,228
object_adj_to_noun,7,6,0.20600858369098712,192,932,0.1853448275862069,43,232,0.23684210526315788,54,228
object_adj_to_noun,7,7,0.25858369098712447,241,932,0.19827586206896552,46,232,0.30701754385964913,70,228
object_adj_to_noun,7,8,0.22639484978540772,211,932,0.21982758620689655,51,232,0.2543859649122807,58,228
object_adj_to_noun,7,9,0.09656652360515021,90,932,0.08189655172413793,19,232,0.09210526315789473,21,228
object_adj_to_noun,7,10,0.740343347639485,690,932,0.7629310344827587,177,232,0.7149122807017544,163,228
object_adj_to_noun,7,11,0.6491416309012875,605,932,0.6508620689655172,151,232,0.6666666666666666,152,228
object_adj_to_noun,8,0,0.07510729613733906,70,932,0.08620689655172414,20,232,0.04824561403508772,11,228
object_adj_to_noun,8,1,0.3969957081545064,370,932,0.34913793103448276,81,232,0.4298245614035088,98,228
object_adj_to_noun,8,2,0.24678111587982832,230,932,0.25862068965517243,60,232,0.2324561403508772,53,228
object_adj_to_noun,8,3,0.44957081545064376,419,932,0.39655172413793105,92,232,0.45614035087719296,104,228
object_adj_to_noun,8,4,0.18240343347639484,170,932,0.1896551724137931,44,232,0.17982456140350878,41,228
object_adj_to_noun,8,5,0.011802575107296138,11,932,0.02586206896551724,6,232,0.008771929824561403,2,228
object_adj_to_noun,8,6,0.5675965665236051,529,932,0.5387931034482759,125,232,0.5482456140350878,125,228
object_adj_to_noun,8,7,0.008583690987124463,8,932,0.004310344827586207,1,232,0.013157894736842105,3,228
object_adj_to_noun,8,8,0.3605150214592275,336,932,0.28879310344827586,67,232,0.34649122807017546,79,228
object_adj_to_noun,8,9,0.4034334763948498,376,932,0.3922413793103448,91,232,0.39035087719298245,89,228
object_adj_to_noun,8,10,0.6394849785407726,596,932,0.6724137931034483,156,232,0.6403508771929824,146,228
object_adj_to_noun,8,11,0.36909871244635195,344,932,0.3793103448275862,88,232,0.3684210526315789,84,228
object_adj_to_noun,9,0,0.5,466,932,0.4525862068965517,105,232,0.5131578947368421,117,228
object_adj_to_noun,9,1,0.6416309012875536,598,932,0.6767241379310345,157,232,0.6622807017543859,151,228
object_adj_to_noun,9,2,0.41738197424892703,389,932,0.4396551724137931,102,232,0.4166666666666667,95,228
object_adj_to_noun,9,3,0.2553648068669528,238,932,0.27155172413793105,63,232,0.21929824561403508,50,228
object_adj_to_noun,9,4,0.5515021459227468,514,932,0.5344827586206896,124,232,0.5482456140350878,125,228
object_adj_to_noun,9,5,0.26180257510729615,244,932,0.21551724137931033,50,232,0.23684210526315788,54,228
object_adj_to_noun,9,6,0.7188841201716738,670,932,0.7456896551724138,173,232,0.7149122807017544,163,228
object_adj_to_noun,9,7,0.33905579399141633,316,932,0.3577586206896552,83,232,0.34210526315789475,78,228
object_adj_to_noun,9,8,0.3798283261802575,354,932,0.40086206896551724,93,232,0.43859649122807015,100,228
object_adj_to_noun,9,9,0.7317596566523605,682,932,0.7543103448275862,175,232,0.7368421052631579,168,228
object_adj_to_noun,9,10,0.6834763948497854,637,932,0.6982758620689655,162,232,0.6666666666666666,152,228
object_adj_to_noun,9,11,0.2907725321888412,271,932,0.27586206896551724,64,232,0.3157894736842105,72,228
object_adj_to_noun,10,0,0.44635193133047213,416,932,0.4827586206896552,112,232,0.4956140350877193,113,228
object_adj_to_noun,10,1,0.5847639484978541,545,932,0.5905172413793104,137,232,0.5833333333333334,133,228
object_adj_to_noun,10,2,0.6169527896995708,575,932,0.5732758620689655,133,232,0.6008771929824561,137,228
object_adj_to_noun,10,3,0.4248927038626609,396,932,0.4267241379310345,99,232,0.40789473684210525,93,228
object_adj_to_noun,10,4,0.28969957081545067,270,932,0.2974137931034483,69,232,0.3157894736842105,72,228
object_adj_to_noun,10,5,0.2843347639484979,265,932,0.1853448275862069,43,232,0.2850877192982456,65,228
object_adj_to_noun,10,6,0.5804721030042919,541,932,0.5603448275862069,130,232,0.5570175438596491,127,228
object_adj_to_noun,10,7,0.6866952789699571,640,932,0.7456896551724138,173,232,0.6535087719298246,149,228
object_adj_to_noun,10,8,0.6791845493562232,633,932,0.728448275862069,169,232,0.6798245614035088,155,228
object_adj_to_noun,10,9,0.06866952789699571,64,932,0.06465517241379311,15,232,0.08333333333333333,19,228
object_adj_to_noun,10,10,0.4967811158798283,463,932,0.521551724137931,121,232,0.5219298245614035,119,228
object_adj_to_noun,10,11,0.490343347639485,457,932,0.4482758620689655,104,232,0.5263157894736842,120,228
object_adj_to_noun,11,0,0.12446351931330472,116,932,0.09051724137931035,21,232,0.14912280701754385,34,228
object_adj_to_noun,11,1,0.5429184549356223,506,932,0.5818965517241379,135,232,0.5745614035087719,131,228
object_adj_to_noun,11,2,0.47854077253218885,446,932,0.47844827586206895,111,232,0.4868421052631579,111,228
object_adj_to_noun,11,3,0.3283261802575107,306,932,0.3017241379310345,70,232,0.31140350877192985,71,228
object_adj_to_noun,11,4,0.1963519313304721,183,932,0.2025862068965517,47,232,0.19736842105263158,45,228
object_adj_to_noun,11,5,0.5300429184549357,494,932,0.5689655172413793,132,232,0.4956140350877193,113,228
object_adj_to_noun,11,6,0.48497854077253216,452,932,0.4525862068965517,105,232,0.42543859649122806,97,228
object_adj_to_noun,11,7,0.6115879828326181,570,932,0.625,145,232,0.6228070175438597,142,228
object_adj_to_noun,11,8,0.15236051502145923,142,932,0.16379310344827586,38,232,0.16228070175438597,37,228
object_adj_to_noun,11,9,0.6416309012875536,598,932,0.6422413793103449,149,232,0.6052631578947368,138,228
object_adj_to_noun,11,10,0.47317596566523606,441,932,0.49137931034482757,114,232,0.5219298245614035,119,228
object_adj_to_noun,11,11,0.26931330472103004,251,932,0.25862068965517243,60,232,0.29385964912280704,67,228
subject_adj_to_noun,0,0,0.21043771043771045,125,594,0.2597402597402597,40,154,0.2,31,155
subject_adj_to_noun,0,1,0.1127946127946128,67,594,0.16233766233766234,25,154,0.0967741935483871,15,155
subject_adj_to_noun,0,2,0.19696969696969696,117,594,0.22077922077922077,34,154,0.18064516129032257,28,155
subject_adj_to_noun,0,3,0.7457912457912458,443,594,0.8116883116883117,125,154,0.7161290322580646,111,155
subject_adj_to_noun,0,4,0.30808080808080807,183,594,0.34415584415584416,53,154,0.3161290322580645,49,155
subject_adj_to_noun,0,5,0.13468013468013468,80,594,0.21428571428571427,33,154,0.11612903225806452,18,155
subject_adj_to_noun,0,6,0.23063973063973064,137,594,0.23376623376623376,36,154,0.23225806451612904,36,155
subject_adj_to_noun,0,7,0.14646464646464646,87,594,0.24675324675324675,38,154,0.14193548387096774,22,155
subject_adj_to_noun,0,8,0.18013468013468015,107,594,0.15584415584415584,24,154,0.13548387096774195,21,155
subject_adj_to_noun,0,9,0.08754208754208755,52,594,0.09090909090909091,14,154,0.06451612903225806,10,155
subject_adj_to_noun,0,10,0.058922558922558925,35,594,0.09090909090909091,14,154,0.04516129032258064,7,155
subject_adj_to_noun,0,11,0.08080808080808081,48,594,0.06493506493506493,10,154,0.05161290322580645,8,155
subject_adj_to_noun,1,0,0.6531986531986532,388,594,0.6948051948051948,107,154,0.6,93,155
subject_adj_to_noun,1,1,0.050505050505050504,30,594,0.08441558441558442,13,154,0.05161290322580645,8,155
subject_adj_to_noun,1,2,0.010101010101010102,6,594,0.032467532467532464,5,154,0.012903225806451613,2,155
subject_adj_to_noun,1,3,0.05555555555555555,33,594,0.07142857142857142,11,154,0.03870967741935484,6,155
subject_adj_to_noun,1,4,0.5976430976430976,355,594,0.512987012987013,79,154,0.6,93,155
subject_adj_to_noun,1,5,0.11447811447811448,68,594,0.12987012987012986,20,154,0.07096774193548387,11,155
subject_adj_to_noun,1,6,0.25925925925925924,154,594,0.33766233766233766,52,154,0.2129032258064516,33,155
subject_adj_to_noun,1,7,0.05555555555555555,33,594,0.08441558441558442,13,154,0.03870967741935484,6,155
subject_adj_to_noun,1,8,0.09090909090909091,54,594,0.09090909090909091,14,154,0.08387096774193549,13,155
subject_adj_to_noun,1,9,0.06228956228956229,37,594,0.05194805194805195,8,154,0.07741935483870968,12,155
subject_adj_to_noun,1,10,0.05387205387205387,32,594,0.1038961038961039,16,154,0.06451612903225806,10,155
subject_adj_to_noun,1,11,0.09595959595959595,57,594,0.11038961038961038,17,154,0.06451612903225806,10,155
subject_adj_to_noun,2,0,0.07575757575757576,45,594,0.11038961038961038,17,154,0.08387096774193549,13,155
subject_adj_to_noun,2,1,0.045454545454545456,27,594,0.05194805194805195,8,154,0.03870967741935484,6,155
subject_adj_to_noun,2,2,0.7457912457912458,443,594,0.8051948051948052,124,154,0.7225806451612903,112,155
subject_adj_to_noun,2,3,0.09427609427609428,56,594,0.09090909090909091,14,154,0.08387096774193549,13,155
subject_adj_to_noun,2,4,0.5909090909090909,351,594,0.5844155844155844,90,154,0.6451612903225806,100,155
subject_adj_to_noun,2,5,0.0707070707070707,42,594,0.05194805194805195,8,154,0.06451612903225806,10,155
subject_adj_to_noun,2,6,0.05218855218855219,31,594,0.05844155844155844,9,154,0.05161290322580645,8,155
subject_adj_to_noun,2,7,0.010101010101010102,6,594,0.025974025974025976,4,154,0.012903225806451613,2,155
subject_adj_to_noun,2,8,0.06565656565656566,39,594,0.07792207792207792,12,154,0.04516129032258064,7,155
subject_adj_to_noun,2,9,0.43602693602693604,259,594,0.44805194805194803,69,154,0.45806451612903226,71,155
subject_adj_to_noun,2,10,0.026936026936026935,16,594,0.05844155844155844,9,154,0.03870967741935484,6,155
subject_adj_to_noun,2,11,0.030303030303030304,18,594,0.045454545454545456,7,154,0.012903225806451613,2,155
subject_adj_to_noun,3,0,0.030303030303030304,18,594,0.032467532467532464,5,154,0.03870967741935484,6,155
subject_adj_to_noun,3,1,0.10774410774410774,64,594,0.1038961038961039,16,154,0.06451612903225806,10,155
subject_adj_to_noun,3,2,0.08754208754208755,52,594,0.11038961038961038,17,154,0.0967741935483871,15,155
subject_adj_to_noun,3,3,0.04882154882154882,29,594,0.032467532467532464,5,154,0.05161290322580645,8,155
subject_adj_to_noun,3,4,0.04377104377104377,26,594,0.08441558441558442,13,154,0.08387096774193549,13,155
subject_adj_to_noun,3,5,0.1531986531986532,91,594,0.18181818181818182,28,154,0.18064516129032257,28,155
subject_adj_to_noun,3,6,0.06902356902356903,41,594,0.09740259740259741,15,154,0.07096774193548387,11,155
subject_adj_to_noun,3,7,0.15993265993265993,95,594,0.16883116883116883,26,154,0.16129032258064516,25,155
subject_adj_to_noun,3,8,0.08080808080808081,48,594,0.11688311688311688,18,154,0.07096774193548387,11,155
subject_adj_to_noun,3,9,0.08249158249158249,49,594,0.09090909090909091,14,154,0.10967741935483871,17,155
subject_adj_to_noun,3,10,0.18013468013468015,107,594,0.14935064935064934,23,154,0.15483870967741936,24,155
subject_adj_to_noun,3,11,0.4612794612794613,274,594,0.35714285714285715,55,154,0.3741935483870968,58,155
subject_adj_to_noun,4,0,0.06902356902356903,41,594,0.09740259740259741,15,154,0.07096774193548387,11,155
subject_adj_to_noun,4,1,0.08249158249158249,49,594,0.09740259740259741,15,154,0.07096774193548387,11,155
subject_adj_to_noun,4,2,0.06734006734006734,40,594,0.05844155844155844,9,154,0.08387096774193549,13,155
subject_adj_to_noun,4,3,0.6430976430976431,382,594,0.6948051948051948,107,154,0.6709677419354839,104,155
subject_adj_to_noun,4,4,0.10942760942760943,65,594,0.12987012987012986,20,154,0.14838709677419354,23,155
subject_adj_to_noun,4,5,0.07912457912457913,47,594,0.09090909090909091,14,154,0.07741935483870968,12,155
subject_adj_to_noun,4,6,0.18855218855218855,112,594,0.2012987012987013,31,154,0.14838709677419354,23,155
subject_adj_to_noun,4,7,0.3164983164983165,188,594,0.35714285714285715,55,154,0.32903225806451614,51,155
subject_adj_to_noun,4,8,0.30134680134680136,179,594,0.24025974025974026,37,154,0.2709677419354839,42,155
subject_adj_to_noun,4,9,0.18013468013468015,107,594,0.17532467532467533,27,154,0.13548387096774195,21,155
subject_adj_to_noun,4,10,0.06397306397306397,38,594,0.05194805194805195,8,154,0.06451612903225806,10,155
subject_adj_to_noun,4,11,0.07744107744107744,46,594,0.1038961038961039,16,154,0.0967741935483871,15,155
subject_adj_to_noun,5,0,0.5185185185185185,308,594,0.4935064935064935,76,154,0.4774193548387097,74,155
subject_adj_to_noun,5,1,0.7424242424242424,441,594,0.8116883116883117,125,154,0.7161290322580646,111,155
subject_adj_to_noun,5,2,0.25252525252525254,150,594,0.2857142857142857,44,154,0.2129032258064516,33,155
subject_adj_to_noun,5,3,0.07912457912457913,47,594,0.09090909090909091,14,154,0.03225806451612903,5,155
subject_adj_to_noun,5,4,0.08754208754208755,52,594,0.11688311688311688,18,154,0.05806451612903226,9,155
subject_adj_to_noun,5,5,0.7239057239057239,430,594,0.7792207792207793,120,154,0.6709677419354839,104,155
subject_adj_to_noun,5,6,0.045454545454545456,27,594,0.06493506493506493,10,154,0.05806451612903226,9,155
subject_adj_to_noun,5,7,0.5286195286195287,314,594,0.4935064935064935,76,154,0.5548387096774193,86,155
subject_adj_to_noun,5,8,0.6212121212121212,369,594,0.7077922077922078,109,154,0.5806451612903226,90,155
subject_adj_to_noun,5,9,0.06060606060606061,36,594,0.03896103896103896,6,154,0.1032258064516129,16,155
subject_adj_to_noun,5,10,0.19023569023569023,113,594,0.24675324675324675,38,154,0.14193548387096774,22,155
subject_adj_to_noun,5,11,0.2878787878787879,171,594,0.36363636363636365,56,154,0.2903225806451613,45,155
subject_adj_to_noun,6,0,0.08249158249158249,49,594,0.11688311688311688,18,154,0.07096774193548387,11,155
subject_adj_to_noun,6,1,0.7710437710437711,458,594,0.7012987012987013,108,154,0.7612903225806451,118,155
subject_adj_to_noun,6,2,0.03535353535353535,21,594,0.05194805194805195,8,154,0.04516129032258064,7,155
subject_adj_to_noun,6,3,0.18181818181818182,108,594,0.21428571428571427,33,154,0.14838709677419354,23,155
subject_adj_to_noun,6,4,0.13636363636363635,81,594,0.14285714285714285,22,154,0.12258064516129032,19,155
subject_adj_to_noun,6,5,0.17845117845117844,106,594,0.18181818181818182,28,154,0.15483870967741936,24,155
subject_adj_to_noun,6,6,0.29292929292929293,174,594,0.33116883116883117,51,154,0.3225806451612903,50,155
subject_adj_to_noun,6,7,0.41245791245791247,245,594,0.37012987012987014,57,154,0.3870967741935484,60,155
subject_adj_to_noun,6,8,0.07407407407407407,44,594,0.09740259740259741,15,154,0.07741935483870968,12,155
subject_adj_to_noun,6,9,0.734006734006734,436,594,0.8116883116883117,125,154,0.7032258064516129,109,155
subject_adj_to_noun,6,10,0.10437710437710437,62,594,0.09090909090909091,14,154,0.07096774193548387,11,155
subject_adj_to_noun,6,11,0.1026936026936027,61,594,0.11038961038961038,17,154,0.09032258064516129,14,155
subject_adj_to_noun,7,0,0.06734006734006734,40,594,0.11038961038961038,17,154,0.06451612903225806,10,155
subject_adj_to_noun,7,1,0.5269360269360269,313,594,0.5454545454545454,84,154,0.5096774193548387,79,155
subject_adj_to_noun,7,2,0.17003367003367004,101,594,0.22077922077922077,34,154,0.18064516129032257,28,155
